id,subject_id,subject_name,evaluation_method_code,evaluation_method_name,evaluation_method_pred,conduct_score_pred,severity_level,reason_text,solution_text
101,INF0433,Nhập môn lập trình,EM1,Đánh giá chuyên cần,0.8393,0.0581,Cao,"[INF0433 - Nhập môn lập trình] Sinh viên đi học không đều, bỏ tiết nhiều lần",Gắn chuyên cần vào tiêu chí CLO cụ thể
102,INF0912,An ninh mạng,EM1,Đánh giá chuyên cần,0.6231,0.8126,Thấp,[INF0912 - An ninh mạng] Thiếu cơ chế nhắc nhở chuyên cần theo tuần (ghi nhận học kỳ này),"Khen thưởng chuyên cần, phạt vắng không lý do"
103,INF1003,Điện toán đám mây,EM1,Đánh giá chuyên cần,0.4482,0.3256,Trung bình,"[INF1003 - Điện toán đám mây] Tham gia muộn, ảnh hưởng tiến độ bài giảng (ghi nhận học kỳ này)","Khen thưởng chuyên cần, phạt vắng không lý do"
104,INF0823,Thiết kế web (frontend),EM1,Đánh giá chuyên cần,0.9517,0.7895,Thấp,[INF0823 - Thiết kế web (frontend)] Giảng viên cập nhật dữ liệu chuyên cần chậm (ghi nhận học kỳ này),"Khen thưởng chuyên cần, phạt vắng không lý do"
105,INF0153,Hệ điều hành,EM1,Đánh giá chuyên cần,0.705,0.9264,Tốt,[INF0153 - Hệ điều hành] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,Thông báo nhắc nhở theo tuần qua email/app
106,INF1543,Thực tập tốt nghiệp,EM1,Đánh giá chuyên cần,0.4159,0.7804,Thấp,[INF1543 - Thực tập tốt nghiệp] Điểm danh chưa đồng bộ giữa các lớp trên LMS (ghi nhận học kỳ này),"Khen thưởng chuyên cần, phạt vắng không lý do"
107,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM1,Đánh giá chuyên cần,0.743,0.7837,Thấp,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Giảng viên cập nhật dữ liệu chuyên cần chậm,Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
108,PLO0032,Tư tưởng Hồ Chí Minh,EM1,Đánh giá chuyên cần,0.5886,0.2568,Cao,[PLO0032 - Tư tưởng Hồ Chí Minh] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,Thông báo nhắc nhở theo tuần qua email/app
109,PLO0032,Tư tưởng Hồ Chí Minh,EM1,Đánh giá chuyên cần,0.5777,0.2755,Cao,"[PLO0032 - Tư tưởng Hồ Chí Minh] Sinh viên đi học không đều, bỏ tiết nhiều lần (ghi nhận học kỳ này)",Áp dụng điểm danh tự động và cảnh báo sớm
110,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",EM1,Đánh giá chuyên cần,0.6037,0.883,Tốt,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Sinh viên đi học không đều, bỏ tiết nhiều lần (ghi nhận học kỳ này)",Thông báo nhắc nhở theo tuần qua email/app
111,BSC0092,Phương pháp luận nghiên cứu khoa học,EM1,Đánh giá chuyên cần,0.7721,0.5584,Trung bình,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Giảng viên cập nhật dữ liệu chuyên cần chậm (ghi nhận học kỳ này),Gắn chuyên cần vào tiêu chí CLO cụ thể
112,INF0073,Cấu trúc dữ liệu và giải thuật,EM1,Đánh giá chuyên cần,0.5464,0.6633,Thấp,"[INF0073 - Cấu trúc dữ liệu và giải thuật] Tham gia muộn, ảnh hưởng tiến độ bài giảng (ghi nhận học kỳ này)","Khen thưởng chuyên cần, phạt vắng không lý do"
113,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,EM1,Đánh giá chuyên cần,0.7275,0.3111,Trung bình,"[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Gắn chuyên cần vào tiêu chí CLO cụ thể
114,INF1493,Thiết kế đồ họa,EM1,Đánh giá chuyên cần,0.5373,0.4121,Trung bình,[INF1493 - Thiết kế đồ họa] Giảng viên cập nhật dữ liệu chuyên cần chậm,Thông báo nhắc nhở theo tuần qua email/app
115,INF1473,Học sâu,EM1,Đánh giá chuyên cần,1.0,0.5131,Trung bình,[INF1473 - Học sâu] Điểm danh chưa đồng bộ giữa các lớp trên LMS,Áp dụng điểm danh tự động và cảnh báo sớm
116,INF1073,Xử lý ngôn ngữ tự nhiên,EM1,Đánh giá chuyên cần,0.5627,0.6479,Thấp,"[INF1073 - Xử lý ngôn ngữ tự nhiên] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
117,INF1433,Thiết kế minh hoạ,EM1,Đánh giá chuyên cần,0.8182,0.4332,Trung bình,[INF1433 - Thiết kế minh hoạ] Thiếu cơ chế nhắc nhở chuyên cần theo tuần (ghi nhận học kỳ này),Áp dụng điểm danh tự động và cảnh báo sớm
118,PLO0032,Tư tưởng Hồ Chí Minh,EM1,Đánh giá chuyên cần,0.6362,0.377,Trung bình,"[PLO0032 - Tư tưởng Hồ Chí Minh] Tham gia muộn, ảnh hưởng tiến độ bài giảng (ghi nhận học kỳ này)",Thông báo nhắc nhở theo tuần qua email/app
119,INF0653,Kiến trúc phần mềm hiện đại,EM1,Đánh giá chuyên cần,0.9186,0.5311,Trung bình,"[INF0653 - Kiến trúc phần mềm hiện đại] Sinh viên đi học không đều, bỏ tiết nhiều lần","Khen thưởng chuyên cần, phạt vắng không lý do"
120,INF0653,Kiến trúc phần mềm hiện đại,EM1,Đánh giá chuyên cần,0.8623,0.5491,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Giảng viên cập nhật dữ liệu chuyên cần chậm (ghi nhận học kỳ này),Thông báo nhắc nhở theo tuần qua email/app
121,SKI0011,Kỹ năng thuyết trình,EM1,Đánh giá chuyên cần,0.7858,0.6144,Thấp,"[SKI0011 - Kỹ năng thuyết trình] Sinh viên đi học không đều, bỏ tiết nhiều lần",Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
122,SKI0061,Kỹ năng tư duy phản biện,EM1,Đánh giá chuyên cần,0.2042,0.3899,Trung bình,[SKI0061 - Kỹ năng tư duy phản biện] Điểm danh chưa đồng bộ giữa các lớp trên LMS (ghi nhận học kỳ này),Thông báo nhắc nhở theo tuần qua email/app
123,INF1423,Thiết kế hình ảnh,EM1,Đánh giá chuyên cần,0.7331,0.3548,Trung bình,[INF1423 - Thiết kế hình ảnh] Điểm danh chưa đồng bộ giữa các lớp trên LMS (ghi nhận học kỳ này),Thông báo nhắc nhở theo tuần qua email/app
124,INF0203,Lập trình hướng đối tượng và ứng dụng,EM1,Đánh giá chuyên cần,0.8348,0.2887,Cao,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Giảng viên cập nhật dữ liệu chuyên cần chậm,Gắn chuyên cần vào tiêu chí CLO cụ thể
125,INF1143,Xử lý ảnh số và thị giác máy tính,EM1,Đánh giá chuyên cần,0.5353,0.4724,Trung bình,"[INF1143 - Xử lý ảnh số và thị giác máy tính] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Thông báo nhắc nhở theo tuần qua email/app
126,INF0303,Lập trình trên thiết bị di động,EM1,Đánh giá chuyên cần,0.8452,0.9348,Tốt,"[INF0303 - Lập trình trên thiết bị di động] Sinh viên đi học không đều, bỏ tiết nhiều lần","Khen thưởng chuyên cần, phạt vắng không lý do"
127,SKI0011,Kỹ năng thuyết trình,EM1,Đánh giá chuyên cần,0.9087,0.919,Tốt,[SKI0011 - Kỹ năng thuyết trình] Điểm danh chưa đồng bộ giữa các lớp trên LMS (ghi nhận học kỳ này),Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
128,PLO0043,Triết học Mác - Lênin,EM1,Đánh giá chuyên cần,0.4065,0.5911,Trung bình,"[PLO0043 - Triết học Mác - Lênin] Sinh viên đi học không đều, bỏ tiết nhiều lần",Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
129,INF1532,Dự án nghề nâng cao,EM1,Đánh giá chuyên cần,0.751,0.7835,Thấp,[INF1532 - Dự án nghề nâng cao] Điểm danh chưa đồng bộ giữa các lớp trên LMS (ghi nhận học kỳ này),Gắn chuyên cần vào tiêu chí CLO cụ thể
130,INF1532,Dự án nghề nâng cao,EM1,Đánh giá chuyên cần,0.606,0.3674,Trung bình,[INF1532 - Dự án nghề nâng cao] Giảng viên cập nhật dữ liệu chuyên cần chậm,Gắn chuyên cần vào tiêu chí CLO cụ thể
131,INF1532,Dự án nghề nâng cao,EM1,Đánh giá chuyên cần,0.7909,0.6859,Thấp,[INF1532 - Dự án nghề nâng cao] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,"Khen thưởng chuyên cần, phạt vắng không lý do"
132,INF0203,Lập trình hướng đối tượng và ứng dụng,EM1,Đánh giá chuyên cần,0.2789,0.4862,Trung bình,"[INF0203 - Lập trình hướng đối tượng và ứng dụng] Tham gia muộn, ảnh hưởng tiến độ bài giảng (ghi nhận học kỳ này)",Gắn chuyên cần vào tiêu chí CLO cụ thể
133,INF0103,Nhập môn Trí tuệ nhân tạo,EM1,Đánh giá chuyên cần,0.6128,0.8273,Thấp,"[INF0103 - Nhập môn Trí tuệ nhân tạo] Tham gia muộn, ảnh hưởng tiến độ bài giảng (ghi nhận học kỳ này)",Áp dụng điểm danh tự động và cảnh báo sớm
134,INF0983,Nhập môn khoa học dữ liệu,EM1,Đánh giá chuyên cần,0.298,0.4006,Trung bình,"[INF0983 - Nhập môn khoa học dữ liệu] Sinh viên đi học không đều, bỏ tiết nhiều lần","Khen thưởng chuyên cần, phạt vắng không lý do"
135,INF0893,Mật mã và An toàn thông tin,EM1,Đánh giá chuyên cần,0.4435,0.4139,Trung bình,[INF0893 - Mật mã và An toàn thông tin] Điểm danh chưa đồng bộ giữa các lớp trên LMS,Gắn chuyên cần vào tiêu chí CLO cụ thể
136,SKI0091,Kỹ năng khởi nghiệp,EM1,Đánh giá chuyên cần,0.8745,0.4869,Trung bình,[SKI0091 - Kỹ năng khởi nghiệp] Giảng viên cập nhật dữ liệu chuyên cần chậm,Áp dụng điểm danh tự động và cảnh báo sớm
137,INF0263,Mạng máy tính,EM1,Đánh giá chuyên cần,0.7397,0.7408,Thấp,[INF0263 - Mạng máy tính] Điểm danh chưa đồng bộ giữa các lớp trên LMS (ghi nhận học kỳ này),Gắn chuyên cần vào tiêu chí CLO cụ thể
138,INF1522,Dự án nghề cơ bản,EM1,Đánh giá chuyên cần,0.7729,0.1478,Cao,"[INF1522 - Dự án nghề cơ bản] Sinh viên đi học không đều, bỏ tiết nhiều lần (ghi nhận học kỳ này)","Khen thưởng chuyên cần, phạt vắng không lý do"
139,INF1353,Phát triển ứng dụng Thực tế ảo,EM1,Đánh giá chuyên cần,0.7459,0.8166,Thấp,[INF1353 - Phát triển ứng dụng Thực tế ảo] Điểm danh chưa đồng bộ giữa các lớp trên LMS,Thông báo nhắc nhở theo tuần qua email/app
140,INF0203,Lập trình hướng đối tượng và ứng dụng,EM1,Đánh giá chuyên cần,0.6513,0.4087,Trung bình,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Giảng viên cập nhật dữ liệu chuyên cần chậm,Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
141,INF0912,An ninh mạng,EM1,Đánh giá chuyên cần,0.9243,0.1608,Cao,[INF0912 - An ninh mạng] Thiếu cơ chế nhắc nhở chuyên cần theo tuần (ghi nhận học kỳ này),Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
142,INF1383,Tin học cơ sở (Introduction to Informatics),EM1,Đánh giá chuyên cần,0.4974,0.5749,Trung bình,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Điểm danh chưa đồng bộ giữa các lớp trên LMS,Thông báo nhắc nhở theo tuần qua email/app
143,INF0203,Lập trình hướng đối tượng và ứng dụng,EM1,Đánh giá chuyên cần,0.5946,0.6207,Thấp,"[INF0203 - Lập trình hướng đối tượng và ứng dụng] Sinh viên đi học không đều, bỏ tiết nhiều lần (ghi nhận học kỳ này)",Áp dụng điểm danh tự động và cảnh báo sớm
144,INF1473,Học sâu,EM1,Đánh giá chuyên cần,0.4896,0.3232,Trung bình,[INF1473 - Học sâu] Điểm danh chưa đồng bộ giữa các lớp trên LMS (ghi nhận học kỳ này),"Khen thưởng chuyên cần, phạt vắng không lý do"
145,INF1063,Học máy (Machine Learning),EM1,Đánh giá chuyên cần,0.4077,0.3883,Trung bình,"[INF1063 - Học máy (Machine Learning)] Sinh viên đi học không đều, bỏ tiết nhiều lần",Thông báo nhắc nhở theo tuần qua email/app
146,INF0137,Đồ án tốt nghiệp (**),EM1,Đánh giá chuyên cần,0.5912,0.3713,Trung bình,[INF0137 - Đồ án tốt nghiệp (**)] Điểm danh chưa đồng bộ giữa các lớp trên LMS,"Khen thưởng chuyên cần, phạt vắng không lý do"
147,INF1263,Kiểm thử phần mềm,EM1,Đánh giá chuyên cần,0.4636,0.9678,Tốt,[INF1263 - Kiểm thử phần mềm] Điểm danh chưa đồng bộ giữa các lớp trên LMS,Thông báo nhắc nhở theo tuần qua email/app
148,INF0137,Đồ án tốt nghiệp (**),EM1,Đánh giá chuyên cần,0.5489,0.6871,Thấp,"[INF0137 - Đồ án tốt nghiệp (**)] Sinh viên đi học không đều, bỏ tiết nhiều lần (ghi nhận học kỳ này)",Thông báo nhắc nhở theo tuần qua email/app
149,INF1433,Thiết kế minh hoạ,EM1,Đánh giá chuyên cần,0.7113,0.666,Thấp,"[INF1433 - Thiết kế minh hoạ] Sinh viên đi học không đều, bỏ tiết nhiều lần",Thông báo nhắc nhở theo tuần qua email/app
150,INF1263,Kiểm thử phần mềm,EM1,Đánh giá chuyên cần,0.783,0.3361,Trung bình,[INF1263 - Kiểm thử phần mềm] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,Gắn chuyên cần vào tiêu chí CLO cụ thể
151,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM1,Đánh giá chuyên cần,0.6818,0.4517,Trung bình,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Điểm danh chưa đồng bộ giữa các lớp trên LMS,Gắn chuyên cần vào tiêu chí CLO cụ thể
152,INF1203,Hệ thống thông minh,EM1,Đánh giá chuyên cần,0.5046,0.4151,Trung bình,[INF1203 - Hệ thống thông minh] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,Thông báo nhắc nhở theo tuần qua email/app
153,INF1532,Dự án nghề nâng cao,EM1,Đánh giá chuyên cần,0.7691,0.5672,Trung bình,"[INF1532 - Dự án nghề nâng cao] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Thông báo nhắc nhở theo tuần qua email/app
154,INF1383,Tin học cơ sở (Introduction to Informatics),EM1,Đánh giá chuyên cần,0.7002,0.7656,Thấp,"[INF1383 - Tin học cơ sở (Introduction to Informatics)] Tham gia muộn, ảnh hưởng tiến độ bài giảng",Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
155,INF1383,Tin học cơ sở (Introduction to Informatics),EM1,Đánh giá chuyên cần,0.6369,0.7476,Thấp,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Giảng viên cập nhật dữ liệu chuyên cần chậm,Áp dụng điểm danh tự động và cảnh báo sớm
156,INF0203,Lập trình hướng đối tượng và ứng dụng,EM1,Đánh giá chuyên cần,0.7739,0.4992,Trung bình,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Giảng viên cập nhật dữ liệu chuyên cần chậm (ghi nhận học kỳ này),"Khen thưởng chuyên cần, phạt vắng không lý do"
157,INF0823,Thiết kế web (frontend),EM1,Đánh giá chuyên cần,0.828,0.7214,Thấp,"[INF0823 - Thiết kế web (frontend)] Sinh viên đi học không đều, bỏ tiết nhiều lần (ghi nhận học kỳ này)",Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
158,SKI0011,Kỹ năng thuyết trình,EM1,Đánh giá chuyên cần,0.3495,0.2522,Cao,"[SKI0011 - Kỹ năng thuyết trình] Sinh viên đi học không đều, bỏ tiết nhiều lần",Áp dụng điểm danh tự động và cảnh báo sớm
159,INF1403,Anh văn chuyên ngành CNTT,EM1,Đánh giá chuyên cần,0.5333,0.3007,Trung bình,[INF1403 - Anh văn chuyên ngành CNTT] Giảng viên cập nhật dữ liệu chuyên cần chậm,Áp dụng điểm danh tự động và cảnh báo sớm
160,INF1303,Phân tích dữ liệu kinh doanh,EM1,Đánh giá chuyên cần,0.7806,0.1915,Cao,"[INF1303 - Phân tích dữ liệu kinh doanh] Tham gia muộn, ảnh hưởng tiến độ bài giảng","Khen thưởng chuyên cần, phạt vắng không lý do"
161,INF0153,Hệ điều hành,EM1,Đánh giá chuyên cần,0.6356,0.4088,Trung bình,[INF0153 - Hệ điều hành] Điểm danh chưa đồng bộ giữa các lớp trên LMS,"Khen thưởng chuyên cần, phạt vắng không lý do"
162,INF0992,Công nghệ IoT,EM1,Đánh giá chuyên cần,0.8189,0.5368,Trung bình,"[INF0992 - Công nghệ IoT] Sinh viên đi học không đều, bỏ tiết nhiều lần",Thông báo nhắc nhở theo tuần qua email/app
163,INF0073,Cấu trúc dữ liệu và giải thuật,EM1,Đánh giá chuyên cần,0.7515,0.9742,Tốt,"[INF0073 - Cấu trúc dữ liệu và giải thuật] Sinh viên đi học không đều, bỏ tiết nhiều lần",Gắn chuyên cần vào tiêu chí CLO cụ thể
164,PLO0032,Tư tưởng Hồ Chí Minh,EM1,Đánh giá chuyên cần,0.2497,0.1319,Cao,"[PLO0032 - Tư tưởng Hồ Chí Minh] Sinh viên đi học không đều, bỏ tiết nhiều lần","Khen thưởng chuyên cần, phạt vắng không lý do"
165,INF1353,Phát triển ứng dụng Thực tế ảo,EM1,Đánh giá chuyên cần,0.283,0.7375,Thấp,[INF1353 - Phát triển ứng dụng Thực tế ảo] Giảng viên cập nhật dữ liệu chuyên cần chậm (ghi nhận học kỳ này),Áp dụng điểm danh tự động và cảnh báo sớm
166,INF0243,Lập trình web (Backend),EM1,Đánh giá chuyên cần,0.8047,0.3549,Trung bình,"[INF0243 - Lập trình web (Backend)] Sinh viên đi học không đều, bỏ tiết nhiều lần","Khen thưởng chuyên cần, phạt vắng không lý do"
167,INF1502,Xử lý hậu kỳ,EM1,Đánh giá chuyên cần,0.8381,0.3614,Trung bình,[INF1502 - Xử lý hậu kỳ] Thiếu cơ chế nhắc nhở chuyên cần theo tuần,Đồng bộ hoá dữ liệu điểm danh lên LMS sau buổi học
